state,billID,link,year,title,status,lastAction,author,topics,summary
WV,WV H    2767,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2767&ciq=ncsl&client_md=4843a5ae3790b8198c262a1127ea583d&mode=current_text,2021,Law Enforcement Transparency Board,Failed - Adjourned - House Political Subdivisions Committee,2/25/2021,['Walker Da (D)'],"['Oversight', ' Data and Transparency']",Creates a law enforcement transparency board.
WV,WV H    2865,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2865&ciq=ncsl&client_md=7c11c6c1db9405722e1a9e2571786e58&mode=current_text,2021,Police Officer Bill of Rights,Failed - Adjourned - House Judiciary Committee,3/3/2021,['Mallow (R)'],['Investigations and Discipline'],Creates a Police Officer's Bill of Rights.
WV,WV H    2891,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H2891&ciq=ncsl&client_md=a39c9fdcba42810fbcc67271dc72404d&mode=current_text,2021,Standards for Pre-Certified Law Enforcement Officers,Enacted - Signed by Governor,04/28/2021 - Enacted,['Kelly D (R)'],['Certification'],"Relates to minimum standards for hiring of pre-certified law enforcement officers, prohibits law enforcement agencies from employing or offering to employ a pre-certified law enforcement officer without certain findings, requires a hiring law enforcement agency to make written findings or adopt the written findings of a previous employing agency documenting that the officer meets certain standards, requires such findings to be made available to the Law Enforcement Professional Standards Subcommittee."
WV,WV H    3005,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H3005&ciq=ncsl&client_md=d6f0b2d5cb745ebee5286ec5df278af0&mode=current_text,2021,Law Enforcement Warrant for Third Party Information,Failed - Adjourned - House Judiciary Committee,3/9/2021,['Young (D)'],"['Other Issues', ' Technology']",Relates to law enforcement warrant for third party information.
WV,WV H    3031,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H3031&ciq=ncsl&client_md=e7ab5622c3558f15e5d643f95e2c9e4b&mode=current_text,2021,False Reports Made to Law Enforcement,Failed - Adjourned - House Judiciary Committee,3/10/2021,['Walker Da (D)'],['Other Issues'],Authorizes civil damages for any person who was subject to an intentionally false report made to law enforcement.
WV,WV H    3069,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H3069&ciq=ncsl&client_md=ef67232739f4d1a44df08994360b8f55&mode=current_text,2021,Civilian Law Enforcement and Military Authorities,Failed - Adjourned - House Judiciary Committee,3/11/2021,['Hanshaw (R)'],['Other Issues'],Enhances cooperation between civilian law enforcement and military authorities.
WV,WV H    3121,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H3121&ciq=ncsl&client_md=bc00719f29a575da911a7e78dec6bfca&mode=current_text,2021,Collection of Data Regarding Police Encounters,Failed - Adjourned - House Judiciary Committee,3/12/2021,['Rowe (D)'],['Data and Transparency'],Provides for collection of data regarding police encounters that are not traffic stops.
WV,WV H    3211,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H3211&ciq=ncsl&client_md=5cdd4120b1cbfbe5e1dfee3992ad7e75&mode=current_text,2021,State Police Review Board,Failed - Adjourned - House Judiciary Committee,3/16/2021,['Doyle (D)'],"['Investigations and Discipline', ' Oversight']",Relates to the State Police Review Board.
WV,WV H    3246,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WV2021000H3246&ciq=ncsl&client_md=bb805789e8444cca71be8b26234e363b&mode=current_text,2021,Constitutional Rights Act,Failed - Adjourned - House Judiciary Committee,3/16/2021,['Hamrick (R)'],['Use of Force'],Relates to protecting everyone's Constitutional Rights Act.
WI,WI A    108,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000A108&ciq=ncsl&client_md=60948940e365ffab2cf5a64b2c0fe1fc&mode=current_text,2021,Law Enforcement Agency Policies on the Use of Force,Pending - Assembly Government Accountability and Oversight Committee,2/18/2021,"['Spiros (R)', 'Cowles (R)', 'Darling (R)', 'Taylor L (D)', 'Roys (D)', 'Jacque (R)', 'Wanggaard (R)', 'Bowen (D)', 'Brandtjen (R)', 'Brostoff (D)', 'Feyen (R)', 'Armstrong (R)', 'Moses (R)', 'Rozar (R)']","['Use of Force', ' Data and Transparency']",Concerns law enforcement agency policies on the use of force.
WI,WI A    109,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000A109&ciq=ncsl&client_md=91e163860983c6507f36995b011969cd&mode=current_text,2021,Reporting of Law Enforcement Use of Force Incidents,Pending - Assembly Government Accountability and Oversight Committee,2/18/2021,"['Spiros (R)', 'Brandtjen (R)', 'Rozar (R)', 'Moses (R)', 'Armstrong (R)', 'Cabrera (D)', 'Feyen (R)', 'Wichgers (R)', 'Brostoff (D)', 'Brooks R (R)', 'Cowles (R)', 'Bowen (D)', 'Wanggaard (R)', 'Thiesfeldt (R)', 'Jacque (R)', 'Roys (D)', 'Taylor L (D)', 'Darling (R)']","['Use of Force', ' Data and Transparency']",Reports of law enforcement use of force incidents.
WI,WI A    110,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000A110&ciq=ncsl&client_md=f588ee8cde8b95cd3894bfef5d1fd09f&mode=current_text,2021,Public Access to Policies Regarding the Use of Force,Pending - Assembly Government Accountability and Oversight Committee,2/18/2021,"['Spiros (R)', 'Cowles (R)', 'Darling (R)', 'Taylor L (D)', 'Roys (D)', 'Jacque (R)', 'Wanggaard (R)', 'Bowen (D)', 'Brandtjen (R)', 'Feyen (R)', 'Armstrong (R)', 'Moses (R)', 'Rozar (R)']","['Use of Force', ' Data and Transparency']",Concerns public access to policies regarding the use of force by law enforcement.
WI,WI A    111,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000A111&ciq=ncsl&client_md=801ddf4898068cde31087c04367c1562&mode=current_text,2021,Decreasing Shared Revenue Payments to Municipalities,Pending - Assembly Local Government Committee,2/18/2021,"['Spiros (R)', 'Wichgers (R)', 'Bradley (R)', 'Rozar (R)', 'Moses (R)', 'Cabral-Guevara (R)', 'Armstrong (R)', 'Magnafici (R)', 'Testin (R)', 'Feyen (R)', 'Nass (R)', 'Horlacher (R)', 'Brandtjen (R)', 'Sanfelippo (R)', 'Wanggaard (R)', 'Jacque (R)', 'Roth (R)', 'Darling (R)', 'Cowles (R)']",['Other Issues'],Decreases shared revenue payments to municipalities based on decreased funding for law enforcement officers.
WI,WI A    114,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000A114&ciq=ncsl&client_md=9c5e4e3913c155d09a9a6bdd5132f345&mode=current_text,2021,Police and Fire Commissioners and Boards,Pending - Assembly Criminal Justice and Public Safety Committee,2/18/2021,"['Brandtjen (R)', 'Cowles (R)', 'Darling (R)', 'Taylor L (D)', 'Knodl (R)', 'Jacque (R)', 'Wanggaard (R)', 'Wichgers (R)', 'Feyen (R)', 'Armstrong (R)', 'Moses (R)']","['Investigations and Discipline', ' Oversight']",Concerns boards of police and fire commissioners and protective services departments in populous cities.
WI,WI S    117,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S117&ciq=ncsl&client_md=f7836d2c25cd9d0b44649d4423b2e61d&mode=current_text,2021,Police and Fire Commissioners and Protective Services,Pending - Senate Judiciary and Public Safety Committee,2/18/2021,"['Wanggaard (R)', 'Cowles (R)', 'Darling (R)', 'Taylor L (D)', 'Knodl (R)', 'Jacque (R)', 'Spiros (R)', 'Brandtjen (R)', 'Wichgers (R)', 'Feyen (R)', 'Armstrong (R)', 'Moses (R)']","['Investigations and Discipline', ' Oversight']",Concerns boards of police and fire commissioners and protective services departments in populous cities.
WI,WI S    119,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S119&ciq=ncsl&client_md=b76348163979b4fb521776f8c841b189&mode=current_text,2021,Shared Revenue Payments to Municipalities,Pending - Senate Judiciary and Public Safety Committee,2/18/2021,"['Wanggaard (R)', 'Wichgers (R)', 'Bradley (R)', 'Rozar (R)', 'Moses (R)', 'Cabral-Guevara (R)', 'Armstrong (R)', 'Magnafici (R)', 'Testin (R)', 'Feyen (R)', 'Nass (R)', 'Horlacher (R)', 'Brandtjen (R)', 'Spiros (R)', 'Sanfelippo (R)', 'Jacque (R)', 'Roth (R)', 'Darling (R)', 'Cowles (R)']",['Other Issues'],Decreases shared revenue payments to municipalities based on decreased funding for law enforcement officers.
WI,WI S    120,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S120&ciq=ncsl&client_md=3ab1ef8d5dbe71aee80dc52859de2e07&mode=current_text,2021,Law Enforcement Agency Policies on the Use of Force,Pending - Senate Judiciary and Public Safety Committee,2/18/2021,"['Wanggaard (R)', 'Cowles (R)', 'Darling (R)', 'Taylor L (D)', 'Roys (D)', 'Jacque (R)', 'Spiros (R)', 'Bowen (D)', 'Brandtjen (R)', 'Brostoff (D)', 'Feyen (R)', 'Armstrong (R)', 'Moses (R)', 'Rozar (R)']","['Use of Force', ' Data and Transparency']",Concerns law enforcement agency policies on the use of force.
WI,WI S    121,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S121&ciq=ncsl&client_md=a4cbad056bf75ab6492acbb0fd0330a0&mode=current_text,2021,Prohibiting Use of Choke Holds By Law Enforcement,Pending - Senate Judiciary and Public Safety Committee,2/18/2021,"['Wanggaard (R)', 'Nass (R)', 'Cowles (R)', 'Darling (R)', 'Taylor L (D)', 'Jacque (R)', 'Thiesfeldt (R)', 'Spiros (R)', 'Brandtjen (R)', 'Tusler (R)', 'Feyen (R)', 'Myers (D)', 'Armstrong (R)', 'Moses (R)']","['Training', ' Policing Alternatives and Collaboration', ' Use of Force']",Prohibits use of choke Holds by law enforcement officers in use of force policies.
WI,WI S    122,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S122&ciq=ncsl&client_md=7f376c7ca492c3feb74f0ebc81216e66&mode=current_text,2021,Public Access to Policies Regarding the Use of Force,Pending - Senate Judiciary and Public Safety Committee,2/18/2021,"['Wanggaard (R)', 'Cowles (R)', 'Darling (R)', 'Taylor L (D)', 'Roys (D)', 'Jacque (R)', 'Spiros (R)', 'Brandtjen (R)', 'Feyen (R)', 'Armstrong (R)', 'Moses (R)', 'Rozar (R)']","['Use of Force', ' Data and Transparency']",Concerns public access to policies regarding the use of force by law enforcement.
WI,WI S    123,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000S123&ciq=ncsl&client_md=8d050c799ad1b71f6bad2e709d1a0d3e&mode=current_text,2021,Reporting of Law Enforcement use of Force Incidents,Pending - Senate Judiciary and Public Safety Committee,2/18/2021,"['Wanggaard (R)', 'Brandtjen (R)', 'Rozar (R)', 'Moses (R)', 'Armstrong (R)', 'Cabrera (D)', 'Feyen (R)', 'Wichgers (R)', 'Brostoff (D)', 'Brooks R (R)', 'Cowles (R)', 'Bowen (D)', 'Spiros (R)', 'Thiesfeldt (R)', 'Jacque (R)', 'Roys (D)', 'Taylor L (D)', 'Darling (R)']","['Use of Force', ' Data and Transparency']",Reports of law enforcement use of force incidents.
WI,WI A    127,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000A127&ciq=ncsl&client_md=895eb0b0ea8013ba5b316b902de56457&mode=current_text,2021,Sexual Contact By a Law Enforcement Officer,Pending - Assembly Criminal Justice and Public Safety Committee,3/5/2021,"['Thiesfeldt (R)', 'Brostoff (D)', 'Bradley (R)', 'Ortiz-Velez (D)', 'Rozar (R)', 'Moses (R)', 'Stubbs (D)', 'Myers (D)', 'Cabrera (D)', 'Gundrum (R)', 'Anderson J (D)', 'Subeck (D)', 'Spreitzer (D)', 'Taylor L (D)', 'Bowen (D)', 'Skowronski (R)', 'Wanggaard (R)', 'Larson C (D)', 'Ringhand (D)', 'Krug (R)', 'Jacque (R)', 'Smith (D)', 'Mursau (R)', 'Ballweg (R)']",['Other Issues'],"Concerns sexual contact by a law enforcement officer with a person in detainment or custody, provides a penalty."
WI,WI A    134,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000A134&ciq=ncsl&client_md=e37c4245cf929933005be3c4d71af02f&mode=current_text,2021,Prohibiting Use of Choke Holds By Law Enforcement,Pending - Assembly Government Accountability and Oversight Committee,3/5/2021,"['Spiros (R)', 'Nass (R)', 'Cowles (R)', 'Darling (R)', 'Taylor L (D)', 'Jacque (R)', 'Thiesfeldt (R)', 'Wanggaard (R)', 'Brandtjen (R)', 'Tusler (R)', 'Feyen (R)', 'Myers (D)', 'Armstrong (R)', 'Moses (R)']","['Use of Force', ' Standards']",Prohibits use of choke Holds by law enforcement officers in use of force policies.
WI,WI A    137,http://custom.statenet.com/public/resources.cgi?id=ID:bill:WI2021000A137&ciq=ncsl&client_md=43b75bfb2bbbe095f1b1db2b0961d93c&mode=current_text,2021,Prohibiting No Knock Search Warrants,Pending - Assembly Criminal Justice and Public Safety Committee,3/5/2021,"['Myers (D)', 'Neubauer (D)', 'Ortiz-Velez (D)', 'Snodgrass (D)', 'Shelton (D)', 'Moore Omokunde (D)', 'Hong (D)', 'Drake (D)', 'Conley (D)', 'Baldeh (D)', 'Stubbs (D)', 'Haywood (D)', 'Cabrera (D)', 'Sinicki (D)', 'Anderson J (D)', 'Subeck (D)', 'Bowen (D)', 'Shankland (D)', 'Johnson L (D)', 'Hesselbein (D)', 'Roys (D)', 'Hebl G (D)', 'Taylor L (D)', 'Erpenbach (D)']",['Other Issues'],"Prohibits no knock search warrants, limits the execution of a search warrant to the hours between 6 a.m. and 10 p.m."
